,place_id,international_phone_number,weekday_opening_hours,reviews,website
196,ChIJIe4WwSJw5kcR1DkJ_4DD90c,+33 1 53 86 70 81,"['lundi: 12:00 – 14:30, 19:00 – 22:30', 'mardi: 12:00 – 14:30, 19:00 – 22:30', 'mercredi: 12:00 – 14:30, 19:00 – 22:30', 'jeudi: 12:00 – 14:30, 19:00 – 22:30', 'vendredi: 12:00 – 14:30, 19:00 – 22:30', 'samedi: 19:00 – 22:30', 'dimanche: Fermé']","[(3, 'Malheureusement déçue.. pour un samedi soir pas de beau et pas de faisons. Les cannellonis au brucciu étaient correctes. Je me suis rabattue sur la gâteau au chocolat framboise pas top... mon compagnon a pris de la volaille sauce réchauffée.'), (5, 'Restaurant très agréable et bien décoré. Cuisine délicieuse et raffinée, que dire de la carte des desserts à part que rien d en parler, je bave'), (4, ""Très belle salle et confortable.\nDe bons plats qui fleurent bon l'île de beauté""), (2, ""Le cadre est très bien. Les plats sont raffinés. Mais le serveur n'est pas bon du tout. Pas un sourire, la prise de commande pas agréable, aucune bienveillance. Nous étions un petit groupe de 8 personnes d'anciens camarades d'université qui fêtions nos retrouvailles (nous avons 50 ans maintenant :) et avions l'impression de le déranger même quand c'est lui qui nous abordait pour les étapes du dîner.   C'est dommage mais je ne recommande pas ce restaurant.""), (1, ""L'histoire de la fourmi\nJ'ai été invité dans ce restaurant que je ne connaissais pas. Nous avons choisi des filets de rouget. Sans surprise ni originalité. Au dessert, nous avons choisi une génoise au citron avec son sorbet. Pendant ma dégustation je remarquais quelque chose bouger dans mon assiette. En effet une fourmi y avait élu domicile et s'y promenait. Je le signalais au serveur qui, sans affolement, me rapportait une nouvelle assiette avec les restes de la première et sans la moindre excuse. Enfin sur l'addition le dessert avait bien été facturé et à notre remarque le serveur nous répondit qu'il n'avait pas le pouvoir de faire une remise. Carton plein et mauvaise gestion d'un problème."")]",http://www.lavillacorse.com/
197,ChIJ65TvOyJw5kcRaLuvK3Qgz7E,+33 1 45 66 97 86,"['lundi: 07:00 – 23:45', 'mardi: 07:00 – 23:45', 'mercredi: 07:00 – 23:45', 'jeudi: 07:00 – 23:45', 'vendredi: 07:00 – 23:45', 'samedi: 07:00 – 23:45', 'dimanche: 07:00 – 23:45']","[(5, ""Accueil chaleureux et service efficace. Très heureuse d'avoir passé un dimanche midi avec des amis et nos enfants dans cette brasserie. Nous avons été très bien accueillis, les serveurs sont très professionnels tout en gardant le sourire ! La qualité des mets proposés est toute à fait correcte, je reviendrai probablement et je recommande.""), (5, ""Excellent repas. Tartare préparé excellent et servi généreusement. Les desserts sont fabuleux et le service sobre et sympathique.\n L'endroit est convivial, typique d'une brasserie parisienne, en dehors du temps!""), (4, ""Venu seul, j'ai très bien mangé accompagné d'un très bon vin. Dommage que les tables soient très serrées les unes avec les autres car cela perd un peu en intimité""), (4, 'Personnel très agréable et sympathique ! Les plats que nous avons pris avec mon amie étaient pas mal.'), (4, 'Service attentionné malgré une affluence importante. Les plats sont bons, les tarifs contenus ( nous sommes à Paris) et le personnel sympathique. La carte permet à tous de trouver son bonheur, sans exception.')]",https://www.facebook.com/brasserielesuffren?fref=ts
198,ChIJCz6DbiJw5kcRO2y-fue96tc,+33 1 47 34 03 05,"['lundi: 12:00 – 14:30, 19:00 – 23:00', 'mardi: 12:00 – 14:30, 19:00 – 23:00', 'mercredi: 12:00 – 14:30, 19:00 – 23:00', 'jeudi: 12:00 – 14:30, 19:00 – 23:00', 'vendredi: 12:00 – 14:30, 19:00 – 23:00', 'samedi: 12:00 – 14:30, 19:00 – 23:00', 'dimanche: 12:00 – 14:30, 19:00 – 23:00']","[(5, 'Merci Carlos  ,,,,,, \nTrès bon acceuil, plats très copieux et délicieux.\nLa rapidité du service est comme il faut, on nous laisse le temps entre chaque plats.\nle personnel est très sympathique.\nLes prix sont corrects aux vues de la quantité et de la qualité. \nNous reviendrons avec grand plaisir.'), (5, ""De très loin l'un des meilleurs restaurants que j'ai fait tout est génial de l'équipe au plat de l'ambiance au décor et cerise sur le gâteau le patriarche monsieur Claude à chaque service derrière les fourneaux \nAdresse où je me plais à retourner chaque fois que je le peux pour moi un incontournable qui redonne ses lettres de noblesse à la cuisine avec un grand C""), (1, 'Si vous voulez dîner dans un lieu où les voisins font autant de bruit sympa la techno parade, allez y !! Si vous voulez que le serveur discute avec ces même gens alors que gentiment vous avez demandé qui baissent d’un ton. Alors ce lieu est pour vous. Vraiment dommage car les entées sont bonnes et la carte des vins pas mal. \nEn gros une belle brasserie rien de plus'), (5, 'Toujours aussi agréable - le menu du midi est un excellent rapport qualité prix'), (5, ""Une véritable institution dans le 15ème arrondissement, tout près de l'Ecole Militaire. \nAccueil et service impeccable, souriant et très professionnel. \nCuisine excellente avec des spécialités maison à ne pas louper !...\nUne seule remarque : les couverts qui ne sont vraiment pas à la hauteur de la réputation de cet établissement... Mais ce doit être une déformation professionnelle de ma part..."")]",
199,ChIJ3RnMxxlw5kcR30b0e6kY8UU,+33 1 45 77 88 12,"['lundi: 12:00 – 14:30, 19:00 – 22:30', 'mardi: 12:00 – 14:30, 19:00 – 22:30', 'mercredi: 12:00 – 14:30, 19:00 – 22:30', 'jeudi: 12:00 – 14:30, 19:00 – 22:30', 'vendredi: 12:00 – 14:30, 19:00 – 22:30', 'samedi: 12:00 – 14:30, 19:00 – 22:30', 'dimanche: Fermé']","[(5, ""Excellent. Si je pouvais mettre le double d'étoiles je l'aurais fait. Toujours un plaisir d'y aller après des années! Très bon service et nourriture irréprochable !""), (5, ""1ère expérience de cette cuisine. C'est excellent et très bon rapport qualité /prix. Accueil très sympathique.""), (4, ""Excellent restaurant coréen, c'était ma cantine lorsque j'habitais dans le 15eme! Service accueillant et compréhensif (Si vous ne connaissez pas demandez, ils vous expliqueront avec le sourire). Leurs prix ont augmentés ce qui rend le rapport qualité prix un peu moins intéressant mais la qualité reste la mm! A essayer si vous aimez la cuisine asiatique. Leur carte reprend tous les classique coréen.""), (5, 'Une nouvelle adresse fabuleuse !! Quelle ambiance chaleureuse et festive ... L étincelle est là et la table délicieuse..'), (1, 'trop cher pour rien! Les entrées Ok, mais les plats pas bons du tout! Ils sont pas accueillant!')]",http://www.odori.fr/
200,ChIJH6Jy2SJw5kcR0MN8V-0K4zU,+33 1 47 34 21 65,"['lundi: 06:00 – 02:00', 'mardi: 06:00 – 02:00', 'mercredi: 06:00 – 02:00', 'jeudi: 06:00 – 02:00', 'vendredi: 06:00 – 02:00', 'samedi: 07:00 – 02:00', 'dimanche: 08:00 – 02:00']","[(2, ""J'ai pris une pizza excellente très bonne nourriture vraiment. Cependant je regrette que la serveuse ne soit pas souriante ni avenante et que l'on ai du attendre 15 min entre le temps qu'elle amène l'addition et qu'elle nous encaisse sachant qu'il n'y avait pas foule.""), (5, 'Excellent acceuil. Brumisateur très appréciable par grosses chaleurs. Repas agréable et de très bonne qualité.'), (5, 'Café restaurant très convivial, très propre, et surtout bien équipé d\'un brumisateur en terrasse en cas de chaleur. La formule ""Happy hour"" est à 4,90 € pour une boisson (selon sélection indiquée) accompagnée d\'une barquette de frites: plaisir à petit prix assuré !!! Serveurs très courtois, souriants, et professionnels.'), (4, ""Super brasserie. Serveurs au top et pizzas excellentes. En famille notamment l'accueil est toujours là.""), (4, 'Rien à dire bonne ambiance le jours de marché')]",http://royalcambronne.pagesperso-orange.fr/
201,ChIJiVYRciNw5kcRVMf15R3Jwj4,+33 1 43 06 23 06,"['lundi: 12:00 – 14:30, 19:30 – 22:00', 'mardi: 12:00 – 14:30, 19:30 – 22:00', 'mercredi: 12:00 – 14:30, 19:30 – 22:00', 'jeudi: 12:00 – 14:30, 19:30 – 22:00', 'vendredi: 12:00 – 14:30, 19:30 – 22:00', 'samedi: 12:00 – 14:30, 19:30 – 22:00', 'dimanche: Fermé']","[(3, ""Restaurant italien plutôt mignon, décoration sympathique, le personnel est a l'écoute et c'est un gros plus. Le problème c'est vraiment le prix. La nourriture est bonne sans être à la hauteur du prix. Si vous pensez que vous allez vous en sortir à moins de 20euro pour un déjeuner avec un café c'est peine perdue. Pourtant 20euro c'est quand même une sacré somme. N'oubliez pas que c'est 150 franc français. Ça remet les choses en perspectives pour une pizza.""), (5, 'Un classique du quartier ! Les pizzas sont excellentes !\nLes autres plats ont l’air très bon également.\nOn est jamais déçu\nLe patron est très chaleureux.'), (2, 'Accueil du personnel très sympathique mais gère très mal les allergènes (fruit à coques et arachides notamment) Ils ont donc refusé de nous servir...'), (2, 'Ne vaut pas le détour. Repas à 4 pizzas, pas terrible, et les desserts pas mieux... très décevant, malgré un accueil sympathique.'), (4, ""Les plats sont très bon en particulier les spaghetti bolognese car on sent que la sauce est faite maison en revanche la portion n'était pas très grande. De plus, les spaghetti aux aubergines sont délicieux juste je suis tombée sur quelques aubergines amer mais globalement le restaurant était très bon"")]",http://www.leseptquinze.fr/
202,ChIJHfDNABhw5kcRL_26I5QLKes,+33 1 45 75 30 02,"['lundi: 11:00 – 14:30, 18:00 – 23:00', 'mardi: 11:00 – 14:30, 18:00 – 23:00', 'mercredi: 11:00 – 14:30, 18:00 – 23:00', 'jeudi: 11:00 – 14:30, 18:00 – 23:00', 'vendredi: 11:00 – 14:30, 18:00 – 23:00', 'samedi: 11:00 – 14:30, 18:00 – 23:00', 'dimanche: 18:00 – 23:00']","[(5, 'Nous avons été le 25/08/19 vers 20h45. Le service était bien. La dame en salle était très gentille. Les produits sont de qualité. Je recommande ce restaurant.'), (5, ""Excellent! Ravi de l'avoir découvert\n\nBelle trouvaille dans le quartier""), (4, 'Très bonne cuisine'), (5, 'Trop bon pas trop cher.. Je recommande'), (3, 'Un japonnais quoi. Service agréable')]",http://www.sushimakayo.com/
203,ChIJufUACBlw5kcRMT_tX6vWyI0,+33 1 45 77 79 70,"['lundi: 12:00 – 14:30, 18:30 – 23:00', 'mardi: 12:00 – 14:30, 18:30 – 23:00', 'mercredi: 12:00 – 14:30, 18:30 – 23:00', 'jeudi: 12:00 – 14:30, 18:30 – 23:00', 'vendredi: 12:00 – 14:30, 18:30 – 23:00', 'samedi: 12:00 – 14:30, 18:30 – 23:00', 'dimanche: Fermé']","[(5, 'Cuisine de qualité, Accueil plus que chaleureux patron exceptionnel! Très sympathique! Nous reviendrons à bientôt!'), (5, ""Pizza excellente et service rapide. Le personnel est attentif et chaleureux. Je la recommande vivement vous n'allez pas être déçu par la qualité. De plus le tarif est très attractif surtout en vue des pizzerias au alentour !""), (1, ""Dès le début du repas, côte du Rhône froid avec un serveur qui assure qu'il se boit ainsi. La pâte à pizza est ratée, aucun goût et elle n'a pas levé. J'ai poursuivi avec une pannacota qui était dure et nécessitait de ma part un travail de mastication inhabituel pour ce type de dessert ..\nLe pain avait un goût de poussière mais surtout cerise sur le gâteau, le café à la machine de barman, professionnelle, était brûlé, merci pour ce moment, je n'ai même pas pu me rincer la bouche de tout ces plats sans saveur et sans texture, première fois de ma vie qu'aucun élément de mon repas ne m'a plu..\nBon, j'ai mangé au moins, pour ce prix, aucun intérêt""), (1, 'Une très grosse déception. \nLe serveur ne cesse de jeter des regards du coin de œil, la petite facture fait que le service est déplorable, le jambon des pizzas est terriblement mauvais : c\'est une très mauvaise expérience. \nLe chef était ""souriant"", qualité qu\'il manque au serveur lorsque personne ne boit ou ne prend de choses chères.\nEn bref, à éviter si possible !'), (5, 'Pizza excellente, la dernière fois que j en avais mangé une aussi bonne, c était en Italie. Service rapide, patron super sympa. Prix plus qu abordable, ambiance sympa. Je recommande vivement')]",http://pizzalesartistes.fr/
204,ChIJ4W3d3Rlw5kcR8lbK-XYJWKg,+33 1 45 79 21 21,,"[(5, 'Très bonne adresse. C’est propre, c’est bon. Le service est impeccable. Nous avons passé un très bon moment entre amis. Je recommande!'), (5, ""La nourriture éthiopienne est tellement savoureuse!! Il y a plein d'option végétarienne. C'est très convivial etant donné qu'on mange dans le même plat, et ça se mange à la main avec une espèce de galette. C'est excellent!""), (3, ""Service accueillant et souriant, restaurant décoré simplement dans l'ambiance du pays. \nExpérience culinaire appréciée, épicée, bien exécutée et copieuse pour une addition contenue. \n\nAttention, le temps d'attente entre la commande et le service a frôlé l'heure, à essayer si vous n'êtes pas pressé.""), (5, 'Super lieu typique avec des plats délicieux et des patrons adorables :)'), (5, ""Super restaurant, accueil toujours au top, plats magnifiques! Prix moyens mais ça en vaut vraiment la peine. Restaurant petit mais convivial! \nJ'y vais depuis des années, mes amis et ma famille y retournent et le conseille a leur tour! Meilleur restaurant éthiopien de la capitale!"")]",http://restaurant-ethiopien-paris.com/
205,ChIJoWDfiBhw5kcRaQIaGvVRA3I,+33 1 43 06 50 39,"['lundi: 12:00 – 14:30, 18:30 – 23:15', 'mardi: 12:00 – 14:30, 18:30 – 23:15', 'mercredi: 12:00 – 14:30, 18:30 – 23:15', 'jeudi: 12:00 – 14:30, 18:30 – 23:15', 'vendredi: 12:00 – 14:30, 18:30 – 23:15', 'samedi: 12:00 – 14:30, 18:30 – 23:15', 'dimanche: 12:00 – 14:30, 18:30 – 23:15']","[(5, 'Endroit calme, un bon accueil. Très bon repas pleins de saveurs épicées, sucrées salées. Des plats qui font voyager. Je recommande ce  restaurant.'), (5, 'Meilleurs restaurant 👍👍👍\nLe service est agréable Très bonne cuisines.\nNe faites pas attention aux mauvaises commentaires allez aux restaurants vous allez être satisfaite ☺️\nje recommande a tous le monde'), (5, 'Excellente cuisine ! \nLe restaurant à une belle décoration Le service est agréable Très bonne cuisine, Service courtois, excellente nourriture et prix raisonnable.\nje recommande vivement ce resto, sans doute la meilleurs adresse du coin.'), (1, 'Honteux ! Nous avons été refusé d entrez avec un chien guide et un homme non voyant. Ils nous ont chassé illégalement. Normalement les chiens guide sont acceptés partout. Très mauvaise expérience'), (5, 'Vous voulez goûter les meilleurs plats indiens, je vous conseil vivement d’y rendre.')]",http://lepalaisrajamaharaja.fr/
206,ChIJLXqWVhdw5kcRhS4d2dT49O0,+33 1 45 75 39 42,"['lundi: 07:00 – 01:00', 'mardi: 07:00 – 01:00', 'mercredi: 07:00 – 01:00', 'jeudi: 07:00 – 01:00', 'vendredi: 07:00 – 01:00', 'samedi: 07:00 – 01:00', 'dimanche: 10:00 – 20:00']","[(5, ""Restaurant servant des plats de qualité dans un temps permettant d'y venir à la pause déjeuner. Les prix sont équivalents aux autres brasseries du quartier.\nLe service est plutôt agréable et la terrasse ensoleillée.""), (5, 'Le Cosmos est une excellente adresse, comme on n’en trouve plus beaucoup : cuisine française de très bonne qualité, avec des produits frais, fins et bien cuisinés (cf. le confit de canard ou le carré d’agneau, à la cuisson parfaite); ambiance chaleureuse, où on se sent bien; et surtout, un service où la gentillesse n’a d’égale que l’efficacité; last but not least : des prix très raisonnables compte tenu de la qualité de la prestation.\nBref: on peut y aller les yeux fermés!'), (5, 'Chips délicieusement assaisonnées par Virgile, service suédois de premier choix, playlist nilsesque titillant agréablement nos tympans, on est bien au Cosmo !'), (3, 'Pas si mal pour le quartier. Mériterait une carte moins fournie mais plus ""fait maison"". On a parfois l\'impression de manger du réchauffé (à tort ou à raison ?). Le personnel pourrait être plus agréable, mais la critique est plus facile que l\'art...'), (3, 'Bon restaurant de midi avec un accueil souriant même sans clim. Le tartare de thom avec sa ratatouille a un très bon rapport qualité prix')]",http://lecosmoscafe.fr/fr
207,ChIJWbxjGCJw5kcRkH3b0lzVfeI,+33 1 47 34 90 56,"['lundi: 08:00 – 02:00', 'mardi: 08:00 – 02:00', 'mercredi: 08:00 – 02:00', 'jeudi: 08:00 – 02:00', 'vendredi: 08:00 – 02:00', 'samedi: 08:00 – 02:00', 'dimanche: 08:00 – 02:00']","[(5, 'Super adresse à quelques pas de la Tour Eiffel. Nous avons pris 2 salades copieuses et goûteuses. Nos enfants ont adoré le menu enfant avec frites maison et panés de poulet croustillants. Service rapide et chaleureux dans un décor typique de bistrot parisien. Parfait pour un repas en famille après la visite de la Tour Eiffel. Je recommande.'), (5, ""comment dire... Un Rapport qualité, quantité, prix comme j'ai rarement rencontré dans un bistro parisien. Une top qualité et quantité avec un service vachement agréable. Mention spéciale pour le café gourmand😉""), (4, 'Lieu sympathique, plutôt décontracté, grande terrasse chauffé. Les pizzas y sont bonnes, éviter la planche de charcuterie à partir de juin à septempre... Elle semble être composée pour les touristes... Moins copieuse notamment'), (5, 'Restaurant très accueillant et agréable. Personnel très accueillant, aimable, serviable, et en plus très souriant. Plat copieux et très bons. Pizzas excellentes. Tarifs raisonnables.'), (1, ""Réservation pour un brunch faite pour 11h mais servis après 11h30 car cuisines fermées ! Carte du brunch non conforme à la carte affichée sur le site. Nouvelle carte qui ne propose qu'une seule formule avec des produits basiques,, sans goût et  manquant de fraîcheur donc brunch très décevant !! À éviter !"")]",http://www.carminecafeparis.com/
208,ChIJ_4mJkhtw5kcR2_kqHMQhMRU,+33 1 45 75 98 00,"['lundi: 12:00 – 15:00, 19:00 – 22:45', 'mardi: 12:00 – 15:00, 19:00 – 22:45', 'mercredi: 12:00 – 15:00, 19:00 – 22:45', 'jeudi: 12:00 – 15:00, 19:00 – 22:45', 'vendredi: 12:00 – 15:00, 19:00 – 22:45', 'samedi: 12:00 – 15:00, 19:00 – 22:45', 'dimanche: 12:00 – 15:00, 19:00 – 22:45']","[(4, ""C'est un restaurant Basque plutôt bon et les prix sont corrects. Un peu déçu par les options dessert, mais ils sont bons aussi.\nLe service est efficace, rapide, sympa et très pro. C''est vraiment agréable d'être dans un restaurant pareil.""), (5, ""Visite à La cantine du Troquet de Dupleix.\nRestaurant très agréable. Cuisine de bistrot avec des produits simples de bonne qualité et finement cuisinés. Un vrai régal.\nUne très bonne surprise.\nPour une entrée, un plat et un dessert, il faut compter environ 40 à 45€. Ce n'est pas la cantine de tous les jours, mais c'est un bon rapport qualité-prix.\nLe service est par ailleurs très bien avec une attention pour les enfants.\nÀ noter qu'il n'est pas possible de réserver une table à l'avance.""), (5, ""Concept qui porte bien son nom la Cantine, il y a plusieurs cantine du troquet d'ailleurs dans Paris. Avec ses cruches (carafe d'eau), les bruits des clients qui parlent de tout et de rien, une cuisine raffinée circule tout autour des tables au fur et à mesure que les clients passent commande. Nous y mangeons des produits frais et de saison, des couteaux, du sandre... Le seul bémol comme c'est très bon, il y a foule pour y déjeuner ou dîner. Petit conseil : il faut y aller tôt pour être sûre d'avoir une table.""), (4, 'Une équipe jeune et souriante. Des plats savoureux. Une terrasse agréable. Parfait pour une douce soirée.\nSeul bémol: un prix un peu excessif'), (1, ""Cette cantine est une catastrophe. Le personnel est désagréable tout comme le gérant de cette affaire. \n90% de la terrasse est accessible uniquement pour manger même quand le restau est vide et même en dehors des repas (compliqué donc de trouver une place dehors)\nD'ailleurs on ne peut pas payer en CB en dessous de 15€ et c'est marqué nul part, il est donc de coutume de payer 15€ et de se faire rembourser la différence en liquide (est-ce bien légal ?)."")]",http://www.lacantinedutroquet.com/la-cantine-dupleix.html
209,ChIJRZBUthtw5kcRWeT7rPG3a1Q,+33 1 45 78 07 02,"['lundi: 09:00 – 02:00', 'mardi: 09:00 – 02:00', 'mercredi: 09:00 – 02:00', 'jeudi: 09:00 – 02:00', 'vendredi: 09:00 – 02:00', 'samedi: 09:00 – 02:00', 'dimanche: 09:00 – 02:00']","[(1, ""C'est tout simplement incroyable comme les personnes qui composent le staff de cet établissement sont désagréables. Pas un pour rattraper l'autre et ils sont aussi aimables qu'une porte de prison. Au-delà de ça les sandwichs sont tout à fait correct""), (4, ""Je connais cet établissement depuis 30 ans mais j'y vais seulement pour les sandwichs délicieux et fait avec de la viande cuite à la broche .\nCependant trop de monde et beaucoup d'attente à l'heure du déjeuner .\nLe choix traiteur est varié mais je trouve ça assez cher alors qu'il y a beaucoup d' épiceries libanaises un peu partout équivalentes .\nSuperbe rayon pâtisserie pour ceux qui aime le sucré personnellement je n'y ai jamais goûté .\nIl y a aussi une partie restaurant mais je n'y ai jamais mangé""), (4, 'Plats faits maison authenticité culinaire libanaise. Service impeccable. Prix un peu élevés. Je déconseille le poulet grillé sur braises (il est plutôt rôti que grillé)'), (5, 'Excellent restaurant libanais que je recommande à tous. La nourriture est délicieuse et le personnel très accueillant, nous avons passé une très bonne soirée! Un grand merci en particulier à Dounya pour son accueil très chaleureux!'), (5, ""Pour moi c'était une première sur place. D'habitude ma famille utilise le service traiteur. Nous avons été très bien accueillis et une dame très gentille s'est très bien occupée de nous. Nous avons passé une excellente soirée en famille. Purée d. Ail top. Feuilletés aux épinards brochettes délicieuses. Et le dessert... ❤️❤️❤️"")]",http://www.restaurant-feyrouz.fr/
210,ChIJe2R96h5w5kcRAHvnKznzO1w,+33 1 45 66 09 01,"['lundi: 12:00 – 14:30, 19:00 – 22:30', 'mardi: 12:00 – 14:30, 19:00 – 22:30', 'mercredi: 12:00 – 14:30, 19:00 – 22:30', 'jeudi: 12:00 – 14:30, 19:00 – 22:30', 'vendredi: 12:00 – 14:30, 19:00 – 22:30', 'samedi: Fermé', 'dimanche: Fermé']","[(5, 'Un déjeuner parfait! La salle était pleine mais le service était très attentionné. Les plats juste superbes ! Merci'), (5, 'Super restaurant. Très bonne qualité. Vaut son prix. Je recommande !'), (3, 'Personnel désagréable mais ça reste très bon. Si le service était mieux j’aurais mis 5 étoiles. Assez déçue de leur attitude envers les touristes.'), (3, ""Très bon mais ... cher. Je recommande mais je trouve le possitionnement du prix un petit haut de gamme. Si non très bon. une adresse de qualité mais pas un bon rapport qualité Prix. J'aurai pu mettre 4 étoiles ave un prix plus abordable.""), (5, 'Excellent petit resto gastronomique. Impératif de réserver.')]",http://www.le-cassenoix.fr/
211,ChIJ38YGTD1w5kcR7fFbKtrhg7g,+33 1 42 73 20 42,"['lundi: 12:00 – 14:30, 19:30 – 22:30', 'mardi: 12:00 – 14:30, 19:30 – 22:30', 'mercredi: 12:00 – 14:30, 19:30 – 22:30', 'jeudi: 12:00 – 14:30, 19:30 – 22:30', 'vendredi: 12:00 – 14:30, 19:30 – 22:30', 'samedi: 12:00 – 14:30, 19:30 – 22:30', 'dimanche: Fermé']","[(2, 'Nous avons été tentés par les avis excellent. Quelle déception.\nCher et vraiment pas très bon.\nPassez votre chemin.'), (5, 'J’y viens suivant pour la soupe pho, qui est très bonne. Le service est toujours aussi bien.'), (5, 'Cuisine familiale vietnamienne authentique. Nous fréquentons ce lieu depuis plusieurs années et les plats proposés sont simples et à des prix très correcte. Accueil très aimable.'), (4, ""Un serveur très sympathique et une cuisine excellente qui vous transporte au Vietnam le temps d'un repas !""), (5, ""Service super sympathique et vraiment agréable. La cuisine est raffinée et excellente. On voyage. Dommage que la salle soit trop petite pour risquer d'arriver à l'improviste. Réservez, vous ne serrez pas déçus !!"")]",
212,ChIJuWpQfhhw5kcRtuWIaaIxBK8,+33 1 47 34 54 26,"['lundi: 08:00 – 02:00', 'mardi: 08:00 – 02:00', 'mercredi: 08:00 – 02:00', 'jeudi: 08:00 – 02:00', 'vendredi: 08:00 – 02:00', 'samedi: 08:00 – 02:00', 'dimanche: 09:00 – 02:00']","[(5, 'Ça fait très très longtemps que je viens à ce bar quasi tout les jours. J’ai toujours été très bien accueilli par le personnel. La serveuse Marion est juste superbe, ceux qui sont pas content d’elle (dernier avis) c’est ceux qui comprennent pas son univers et son humour. Elle est juste superbe.\nAllez y foncez !\n\nLa bise'), (5, 'Très bon menu. Personnel agréable. Ambiance joviale. Je recommande pour les touristes.'), (2, '2 étoiles car les burgers restent très bon, mais la serveuse en doudoune était plus que désagréable et se permet des commentaires déplacés, je ne recomande absolument, passer votre chemin!'), (2, 'Usines à touristes-plats insutriels uniquement- garde manger au niveau des sanitaires- service à peine passable.\nBref hormis le quartier qui est vraiment sympa, je vous déconseille de vous arrêter dans cette brasserie.'), (5, 'Que dire... J´ai enménagé dans le quartier en février et j´ai le bonheur détre la voisine de cette superbe équipe. Ils sont professionnels, toujours de bonne humeur, et la cuisine servie est de qualité.... Un grand merci á toute l´équipe....')]",https://m.facebook.com/LeZincMottePicquet
213,ChIJVVXJSBhw5kcRb3b2z-3_wtE,+33 1 45 75 20 00,"['lundi: 00:15 – 14:00, 19:15 – 21:30', 'mardi: 00:15 – 14:00, 19:15 – 21:30', 'mercredi: 19:00 – 21:30', 'jeudi: 00:15 – 14:00, 19:15 – 21:30', 'vendredi: 00:15 – 14:00, 19:15 – 21:30', 'samedi: 00:15 – 14:00, 19:15 – 21:30', 'dimanche: Fermé']","[(5, 'Nous nous sommes régalés avec ma femme et nos enfants dans ce petit restaurant coréen à la décoration minimaliste très réussie. Les plats sont très bons et le service très attentionné. A recommander!'), (5, 'Nous nous sommes régalé dans ce petit restaurant coréen à la décoration simple mais efficace. Des produits frais, des recettes typiques et un patron aux petits soins. Je n’avais jamais mangé un aussi bon bibimbap !'), (5, 'Très bonne adresse ! Cuisine raffinée et délicieuse. Très beau cadre'), (4, ""Victime de son succès tant il est vrai que la cuisine y est excellente, l'accueil est indifférent. Réservez via Internet ou sur place, car les messages téléphoniques ne sont pas relevés.""), (5, 'Très original, décoration adorable, bon service. Je suis coréenne, je vous garantie qu’ils ont du vrai goût coréen. Je n’ai jamais aussi bien mangé à Paris.')]",
214,ChIJAQCcZSJw5kcR60aF8piOLuk,+33 1 77 13 87 51,"['lundi: 09:00 – 02:00', 'mardi: 09:00 – 02:00', 'mercredi: 09:00 – 02:00', 'jeudi: 09:00 – 02:00', 'vendredi: 09:00 – 02:00', 'samedi: 09:00 – 02:00', 'dimanche: 09:00 – 00:00']","[(5, 'Endroit très sympathique avec une ambiance extrêmement agréable. Des serveurs patients, souriants et à l’écoute toujours prêts à donner de bons conseils. Entre amis ou en famille, le Pavillon est un bistro où il fait bon passer du temps. Le rapport qualité prix est aussi très intéressant pour Paris et les poissons et crustacés sont vraiment très bon. Je conseille aussi la purée ! Je recommande vivement cet endroit !'), (5, 'Très bonne adresse pour un apéro entre amis ou un repas en famille. \nServeurs très accueillants, réactifs et à l´écoute pour trouver la boisson qui vous correspond.\nUne atmosphère conviviale et décontractée, mais qui peut être aussi intimiste une fois installé à l’intérieur, qui donne envie de revenir.\nJe recommande vivement.'), (4, ""Brasserie à l'ambiance très sympa. Jolie carte.""), (4, 'Très agréable accueil sympathique nourriture bonne, de qualité-prix très bien'), (4, ""Le 1/4 Vittel au prix du coca, c'est un peu abusé mais le personnel est très chic, pro et très sympa..."")]",
215,ChIJcW_euhlw5kcRjdW0Ij8G1NY,+33 1 71 20 45 54,"['lundi: 12:00 – 14:30, 19:00 – 22:30', 'mardi: 12:00 – 14:30, 19:00 – 22:30', 'mercredi: 12:00 – 14:30, 19:00 – 22:30', 'jeudi: 12:00 – 14:30, 19:00 – 22:30', 'vendredi: 12:00 – 14:30, 19:00 – 22:30', 'samedi: 12:00 – 14:30, 19:00 – 22:30', 'dimanche: Fermé']","[(4, 'Très très bonne cuisine thaïlandaise typique, restaurant malheureusement trop petit qui se rempli très rapidement victime de son succès.'), (1, 'Service nul: serveur désagréable, ayant visiblement hâte d’expedier son service. Plats apportés en même temps, donnant là encore l’impression qu’il faut manger, payer et partir au plus vite.\nHeureusement la cuisine est bonne, seul point positif.'), (3, 'Pas mal mais trop d huile à mon goût.'), (5, ""J'utilise un traducteur pour évaluer ce restaurant pour tous les gens bien de Paris. Depuis que je suis marié à une dame thaïlandaise, Je sais à quel point la nourriture thaïlandaise est bonne, et cette nourriture est délicieuse.""), (4, 'Un petit restaurant de la cuisine thaï. J’ai beaucoup apprécié l’expérience vécu ici. Les plats sautés, ainsi que au curry sont très bon, bien préparés et présentés. Les desserts sont délicieux. L’accueil est agréable, le service est correct. Un seul point négatif - la propreté.')]",https://ayothaya.fr/
